job_id,posting_date,title,position_type,position_level,yoe,location,number_of_applicants,company_name,company_industry,company_size
20034,2021-05-12,Data Engineer,Contract,Mid-Senior level,4,"San Antonio, TX",,Toptal,Internet,"1,001-5,000"
20035,2021-05-12,Data Engineer,Contract,Mid-Senior level,7,United States,53.0,Opus Recruitment Solutions,Staffing & Recruiting,201-500
20037,2021-05-12,Data Engineer,Contract,Mid-Senior level,5,"Los Angeles, CA",,Toptal,Internet,"1,001-5,000"
20041,2021-05-13,Data Engineer,Full-time,Mid-Senior level,9,United States,,84.51˚,Management Consulting,"1,001-5,000"
20044,2021-05-13,Data Engineer,Full-time,Mid-Senior level,9,United States,5.0,Agama Solutions Inc,Computer Software,201-500
20051,2021-05-13,Data Architect,Full-time,Mid-Senior level,10,"Nashville, TN",,Perficient,Information Technology & Services,"1,001-5,000"
20052,2021-05-13,Data Analyst,Full-time,Associate,4,"Sioux Falls, SD",14.0,Perficient,Information Technology & Services,"1,001-5,000"
20053,2021-05-13,Data Engineer,Full-time,Associate,4,"Pleasanton, CA",2.0,Albertsons Companies,Retail,"10,001+"
20057,2021-05-14,Data Analyst,Full-time,Mid-Senior level,9,"Livingston, NJ",2.0,CIT,Financial Services,"1,001-5,000"
20063,2021-05-14,Data Engineer,Full-time,Associate,2,"Los Angeles, CA",,Degreed,Information Technology & Services,201-500
20066,2021-05-14,Data Scientist,Contract,Mid-Senior level,1,United States,81.0,PriceSenz,Information Technology & Services,11-50
20068,2021-05-14,Data Engineer,Contract,Mid-Senior level,5,"Vista, CA",,Toptal,Internet,"1,001-5,000"
20073,2021-05-14,Data Scientist,Full-time,Mid-Senior level,5,"San Diego, CA",4.0,Zebit,Retail,11-50
20075,2021-05-14,Data Engineer,Full-time,Associate,3,"New Hampshire, United States",,Ankura,Management Consulting,"1,001-5,000"
20081,2021-05-15,Data Scientist,Contract,Mid-Senior level,5,"Lexington, KY",,Toptal,Internet,"1,001-5,000"
20082,2021-05-15,Data Analyst,Full-time,Associate,1,"Dallas, TX",64.0,Jobot,Staffing & Recruiting,201-500
20084,2021-05-15,Data Scientist,Contract,Mid-Senior level,8,"Seattle, WA",33.0,Beyondsoft,Information Technology & Services,"10,001+"
20085,2021-05-15,Data Analyst,Full-time,Entry level,2,United States,4.0,Saviynt,Information Technology & Services,"501-1,000"
20087,2021-05-15,Data Engineer,Full-time,Entry level,1,"Salt Lake City, UT",3.0,Robin Healthcare,Hospital & Health Care,201-500
20088,2021-05-15,Data Engineer,Full-time,Associate,5,"Boston, MA",,HashiCorp,Computer Software,"1,001-5,000"
20089,2021-05-15,Data Analyst,Contract,Associate,4,"San Rafael, CA",4.0,Applicantz,Internet,51-200
20091,2021-05-15,Data Analyst,Full-time,Entry level,1,"New York, NY",11.0,Dashlane,Internet,201-500
20096,2021-05-15,Data Engineer,Contract,Mid-Senior level,6,"Raleigh, NC",,Toptal,Internet,"1,001-5,000"
20097,2021-05-15,Data Engineer,Contract,Mid-Senior level,6,"Baltimore, MD",1.0,Toptal,Internet,"1,001-5,000"
20098,2021-05-15,Data Architect,Full-time,Mid-Senior level,6,"Atlanta, GA",7.0,RentPath,Internet,"501-1,000"
20100,2021-05-16,Data Engineer,Full-time,Mid-Senior level,1,"Washington, DC",,Genesys,Computer Software,"1,001-5,000"
20101,2021-05-16,Data Engineer,Full-time,Mid-Senior level,3,New York City Metropolitan Area,1.0,Harnham,Staffing & Recruiting,51-200
20108,2021-05-16,Data Engineer,Full-time,Mid-Senior level,3,United States,8.0,Acquco,Retail,51-200
20109,2021-05-16,Data Analyst,Contract,Associate,4,"Chicago, IL",114.0,Forrest Solutions,Staffing & Recruiting,"1,001-5,000"
20113,2021-05-16,Data Scientist,Full-time,Entry level,2,"San Francisco, CA",12.0,Shipt,Internet,"1,001-5,000"
20118,2021-05-16,Data Scientist,Full-time,Mid-Senior level,7,United States,47.0,Everbridge,Information Technology & Services,"1,001-5,000"
20119,2021-05-17,Data Engineer,Full-time,Associate,3,Denver Metropolitan Area,26.0,"Goldstone Partners, Inc.",Staffing & Recruiting,1-10
20122,2021-05-17,Data Engineer,Contract,Mid-Senior level,9,"California, United States",86.0,IDEA HELIX,Information Technology & Services,51-200
20123,2021-05-17,Data Scientist,Full-time,Mid-Senior level,6,"Chicago, IL",55.0,vedsoft,,
20125,2021-05-17,Data Scientist,Full-time,Entry level,2,"Scranton, PA",37.0,Bigtincan,Computer Software,201-500
20126,2021-05-17,Data Analyst,Full-time,Associate,4,United States,26.0,AbleTo Inc.,"Health, Wellness & Fitness",201-500
20127,2021-05-17,Data Scientist,Contract,Mid-Senior level,6,"Chicago, IL",,Toptal,Internet,"1,001-5,000"
20128,2021-05-17,Data Engineer,Contract,Mid-Senior level,3,"Oklahoma City, OK",,Toptal,Internet,"1,001-5,000"
20131,2021-05-17,Data Engineer,Full-time,Entry level,3,"Kirkland, WA",1.0,CrowdStrike,Computer & Network Security,"1,001-5,000"
20132,2021-05-17,Data Scientist,Contract,Mid-Senior level,4,"Phoenix, AZ",,Toptal,Internet,"1,001-5,000"
20133,2021-05-17,Data Scientist,Full-time,Entry level,2,"Seattle, WA",26.0,A-Alpha Bio,Biotechnology,11-50
20135,2021-05-17,Data Scientist,Contract,Mid-Senior level,6,"Chattanooga, TN",3.0,Toptal,Internet,"1,001-5,000"
20142,2021-05-18,Data Analyst,Full-time,Associate,4,"Omaha, NE",21.0,Perficient,Information Technology & Services,"1,001-5,000"
20148,2021-05-18,Data Architect,Full-time,Mid-Senior level,8,"Jersey City, NJ",1.0,Perficient,Information Technology & Services,"1,001-5,000"
20150,2021-05-18,Data Engineer,Contract,Mid-Senior level,6,"Phoenix, AZ",,Toptal,Internet,"1,001-5,000"
20153,2021-05-18,Data Engineer,Full-time,Entry level,2,Buffalo-Niagara Falls Area,12.0,Pluralsight,Information Technology & Services,"1,001-5,000"
20155,2021-05-18,Data Engineer,Full-time,Mid-Senior level,3,Raleigh-Durham-Chapel Hill Area,1.0,Genesys,Computer Software,"1,001-5,000"
20159,2021-05-18,Data Analyst,Full-time,Entry level,2,"Austin, TX",110.0,Vroom,Automotive,"501-1,000"
20162,2021-05-19,Data Engineer,Full-time,Associate,4,"Washington, DC",1.0,Sayari,Computer Software,51-200
20163,2021-05-19,Data Engineer,Contract,Mid-Senior level,4,"Hollywood, FL",,Toptal,Internet,"1,001-5,000"
20175,2021-05-19,Data Engineer,Full-time,Mid-Senior level,7,"Raleigh, NC",33.0,Parker and Lynch,Staffing & Recruiting,"501-1,000"
20181,2021-05-19,Data Analyst,Full-time,Associate,3,"Los Angeles, CA",2.0,WW,"Health, Wellness & Fitness","10,001+"
20185,2021-05-20,Data Engineer,Full-time,Mid-Senior level,8,"San Francisco, CA",,Jobot,Staffing & Recruiting,201-500
20190,2021-05-20,Data Scientist,Contract,Mid-Senior level,3,"Dearborn, MI",,Toptal,Internet,"1,001-5,000"
20191,2021-05-20,Data Engineer,Contract,Mid-Senior level,10,"Pasadena, TX",,Toptal,Internet,"1,001-5,000"
20193,2021-05-20,Data Engineer,Contract,Mid-Senior level,3,"Jefferson County, AR",,Toptal,Internet,"1,001-5,000"
20195,2021-05-20,Data Engineer,Full-time,Associate,4,"Maryland, United States",1.0,Mozilla,Computer Software,"501-1,000"
20214,2021-05-21,Data Scientist,Full-time,Mid-Senior level,9,"Atlanta, GA",8.0,Search Services,Staffing & Recruiting,51-200
20215,2021-05-21,Data Engineer,Contract,Mid-Senior level,6,"Woodbridge, CT",,Toptal,Internet,"1,001-5,000"
20220,2021-05-21,Data Scientist,Full-time,Associate,5,"Denver, NC",85.0,Mozilla,Computer Software,"501-1,000"
20221,2021-05-21,Data Engineer,Full-time,Mid-Senior level,2,United States,,Data Clymer,Information Technology & Services,11-50
20224,2021-05-21,Data Engineer,Contract,Mid-Senior level,6,"Tucson, AZ",,Toptal,Internet,"1,001-5,000"
20230,2021-05-22,Data Engineer,Full-time,Mid-Senior level,5,"St Petersburg, FL",12.0,Phyton Talent Advisors,Staffing & Recruiting,51-200
20231,2021-05-22,Data Analyst,Full-time,Entry level,0,"Cypress, CA",7.0,Optum,Hospital & Health Care,"10,001+"
20232,2021-05-22,Data Engineer,Contract,Mid-Senior level,7,"Kent, WA",,Toptal,Internet,"1,001-5,000"
20236,2021-05-22,Data Scientist,Full-time,Entry level,1,"Illinois, United States",3.0,GE Healthcare,Hospital & Health Care,"10,001+"
20239,2021-05-22,Data Engineer,Full-time,Mid-Senior level,9,United States,,Tactivos Inc.,,
20244,2021-05-22,Data Architect,Full-time,Mid-Senior level,4,"Tulsa, OK",2.0,Perficient,Information Technology & Services,"1,001-5,000"
20246,2021-05-22,Data Engineer,Full-time,Associate,4,"McLean, VA",1.0,ID.me,Internet,"1,001-5,000"
20248,2021-05-22,Data Analyst,Contract,Entry level,0,United States,29.0,Dice,Internet,"1,001-5,000"
20255,2021-05-23,Data Scientist,Full-time,Mid-Senior level,4,"New York, NY",19.0,Jobot,Staffing & Recruiting,201-500
20256,2021-05-23,Data Analyst,Full-time,Entry level,2,Topeka Metropolitan Area,6.0,Wilbur-Ellis,Chemicals,"1,001-5,000"
20257,2021-05-23,Data Engineer,Full-time,Mid-Senior level,5,"Mountain View, CA",2.0,Jobot,Staffing & Recruiting,201-500
20258,2021-05-23,Data Engineer,Contract,Mid-Senior level,3,"Columbia, SC",5.0,Upwork,Internet,"501-1,000"
20262,2021-05-23,Data Scientist,Full-time,Mid-Senior level,6,"Phoenix, AZ",9.0,Jobot,Staffing & Recruiting,201-500
20264,2021-05-23,Data Engineer,Full-time,Mid-Senior level,3,"Skyline Mobile Home Park, Colorado, United States",,WP Engine,Information Technology & Services,"501-1,000"
20265,2021-05-23,Data Scientist,Full-time,Mid-Senior level,8,San Francisco Bay Area,15.0,Quest Groups LLC,Staffing & Recruiting,11-50
20270,2021-05-23,Data Scientist,Full-time,Mid-Senior level,3,"Austin, Texas Metropolitan Area",175.0,Austin Fraser,Staffing & Recruiting,201-500
20279,2021-05-24,Data Scientist,Contract,Mid-Senior level,4,United States,81.0,PriceSenz,Information Technology & Services,11-50
20281,2021-05-24,Data Analyst,Full-time,Associate,5,"Dallas, TX",2.0,WW,"Health, Wellness & Fitness","10,001+"
20284,2021-05-24,Data Engineer,Contract,Mid-Senior level,4,"Lincoln, NE",52.0,CCS IT,Information Technology & Services,51-200
20294,2021-05-24,Data Engineer,Contract,Mid-Senior level,7,United States,21.0,Insight Global,Staffing & Recruiting,"1,001-5,000"
20297,2021-05-25,Data Analyst,Full-time,Associate,4,United States,1.0,F&G,Insurance,201-500
20298,2021-05-25,Data Scientist,Full-time,Mid-Senior level,6,"Seattle, WA",4.0,Zscaler,Computer & Network Security,"1,001-5,000"
20300,2021-05-25,Data Scientist,Contract,Mid-Senior level,3,"Fullerton, CA",,Toptal,Internet,"1,001-5,000"
20308,2021-05-25,Data Engineer,Full-time,Associate,4,United States,12.0,Bluetree Network,Information Technology & Services,"501-1,000"
20317,2021-05-25,Data Scientist,Full-time,Entry level,2,United States,53.0,Credit Sesame,Financial Services,51-200
20320,2021-05-26,Data Architect,Full-time,Mid-Senior level,3,"Raleigh, NC",2.0,Perficient,Information Technology & Services,"1,001-5,000"
20321,2021-05-26,Data Engineer,Full-time,Mid-Senior level,9,"Miami, FL",3.0,Jobot,Staffing & Recruiting,201-500
20322,2021-05-26,Data Engineer,Contract,Mid-Senior level,7,"Cincinnati, OH",,Toptal,Internet,"1,001-5,000"
20324,2021-05-26,Data Analyst,Full-time,Associate,3,"California, United States",12.0,Broadvoice,Telecommunications,51-200
20325,2021-05-26,Data Engineer,Full-time,Mid-Senior level,5,United States,4.0,phData,Information Technology & Services,51-200
20328,2021-05-26,Data Scientist,Full-time,Associate,4,"North Richland Hills, TX",7.0,UnitedHealthcare,Hospital & Health Care,"10,001+"
20333,2021-05-26,Data Engineer,Full-time,Entry level,2,"Charlotte, NC",1.0,Torqata Data and Analytics,Automotive,51-200
20336,2021-05-26,Data Scientist,Full-time,Mid-Senior level,4,San Francisco Bay Area,12.0,RDI Technology Partners,Staffing & Recruiting,1-10
20338,2021-05-26,Data Engineer,Full-time,Entry level,0,"Chicago, IL",6.0,Onco360 Oncology Pharmacy,Pharmaceuticals,51-200
20339,2021-05-26,Data Analyst,Full-time,Mid-Senior level,5,"Chicago, IL",17.0,ShopRunner,Internet,51-200
20342,2021-05-27,Data Engineer,Full-time,Entry level,3,"Minneapolis, MN",13.0,Virgin Pulse,Computer Software,"1,001-5,000"
20346,2021-05-27,Data Scientist,Full-time,Mid-Senior level,8,United States,47.0,Harnham,Staffing & Recruiting,51-200
20348,2021-05-27,Data Scientist,Full-time,Entry level,2,"Nebraska, United States",2.0,WW,"Health, Wellness & Fitness","10,001+"
20349,2021-05-27,Data Scientist,Full-time,Mid-Senior level,5,"New Jersey, United States",31.0,Martin & Conley Ltd,Staffing & Recruiting,11-50
20359,2021-05-27,Data Engineer,Full-time,Mid-Senior level,2,United States,4.0,Jobot,Staffing & Recruiting,201-500
20363,2021-05-27,Data Engineer,Full-time,Entry level,2,"America, OK",,Blackbaud,Computer Software,"1,001-5,000"
20370,2021-05-28,Data Engineer,Contract,Mid-Senior level,1,"Berlin, NJ",,Toptal,Internet,"1,001-5,000"
20373,2021-05-28,Data Scientist,Contract,Mid-Senior level,4,"Bakersfield, CA",,Toptal,Internet,"1,001-5,000"
20374,2021-05-28,Data Analyst,Full-time,Associate,3,"Massachusetts, United States",4.0,WW,"Health, Wellness & Fitness","10,001+"
20375,2021-05-28,Data Analyst,Full-time,Entry level,2,"Philadelphia, PA",2.0,Sapient Industries,Computer Software,11-50
20389,2021-05-28,Data Analyst,Full-time,Associate,3,"Fort Lauderdale, FL",113.0,BLEND360,Marketing & Advertising,201-500
20394,2021-05-29,Data Engineer,Full-time,Associate,3,"San Jose, CA",1.0,The Hartford,Financial Services,"10,001+"
20395,2021-05-29,Data Engineer,Full-time,Associate,4,"Los Angeles, CA",3.0,System1,Internet,201-500
20396,2021-05-29,Data Engineer,Contract,Mid-Senior level,6,"Joliet, IL",,Toptal,Internet,"1,001-5,000"
20399,2021-05-29,Data Engineer,Full-time,Associate,6,United States,40.0,Eliassen Group,Information Technology & Services,"1,001-5,000"
20403,2021-05-29,Data Scientist,Full-time,Entry level,3,"Detroit, MI",35.0,Vroom,Automotive,"501-1,000"
20405,2021-05-29,Data Scientist,Full-time,Entry level,0,United States,27.0,Health IQ,Insurance,201-500
20412,2021-05-29,Data Scientist,Contract,Associate,4,"Wilmington, DE",24.0,Entech,Information Technology & Services,201-500
20413,2021-05-29,Data Analyst,Full-time,Mid-Senior level,7,"Irvine, CA",,Zscaler,Computer & Network Security,"1,001-5,000"
20415,2021-05-30,Data Engineer,Full-time,Mid-Senior level,6,United States,5.0,Array,Financial Services,51-200
20418,2021-05-30,Data Scientist,Contract,Mid-Senior level,5,"El Cajon, CA",,Toptal,Internet,"1,001-5,000"
20419,2021-05-30,Data Analyst,Full-time,Entry level,2,"Massachusetts, United States",20.0,Oscar Health,Insurance,"1,001-5,000"
20422,2021-05-30,Data Engineer,Contract,Mid-Senior level,5,"Sandy Springs, GA",,Toptal,Internet,"1,001-5,000"
20424,2021-05-30,Data Engineer,Full-time,Entry level,2,"New York, NY",1.0,HireResources,Staffing & Recruiting,51-200
20430,2021-05-30,Data Analyst,Contract,Mid-Senior level,2,Dallas-Fort Worth Metroplex,5.0,Mindlance,Staffing & Recruiting,"1,001-5,000"
20434,2021-05-30,Data Scientist,Contract,Mid-Senior level,4,"Rochester, NY",1.0,Toptal,Internet,"1,001-5,000"
20436,2021-05-30,Data Engineer,Contract,Mid-Senior level,5,"Torrance, CA",,Toptal,Internet,"1,001-5,000"
20437,2021-05-30,Data Engineer,Full-time,Entry level,2,"Menlo Park, CA",,Brahma Consulting Group,Information Technology & Services,11-50
20439,2021-05-30,Data Scientist,Contract,Mid-Senior level,4,"Lubbock, TX",,Toptal,Internet,"1,001-5,000"
20440,2021-05-30,Data Scientist,Contract,Mid-Senior level,1,"McAllen, TX",,Toptal,Internet,"1,001-5,000"
20441,2021-05-31,Data Engineer,Full-time,Associate,3,"Austin, Texas Metropolitan Area",2.0,Copper,Computer Software,51-200
20445,2021-05-31,Data Scientist,Full-time,Mid-Senior level,7,"Tysons Corner, VA",2.0,Jobot,Staffing & Recruiting,201-500
20447,2021-05-31,Data Engineer,Full-time,Mid-Senior level,2,United States,8.0,Momentive.ai,Internet,"1,001-5,000"
20448,2021-05-31,Data Scientist,Full-time,Associate,2,"Washington, DC",4.0,NextRoll,Marketing & Advertising,"501-1,000"
20455,2021-05-31,Data Engineer,Full-time,Associate,2,"Dallas, TX",7.0,StackPath,Computer Software,201-500
20457,2021-05-31,Data Engineer,Full-time,Associate,5,"San Francisco, CA",8.0,"New Relic, Inc.",Computer Software,"1,001-5,000"
20474,2021-06-01,Data Scientist,Full-time,Mid-Senior level,6,United States,28.0,Harnham,Staffing & Recruiting,51-200
20477,2021-06-01,Data Engineer,Full-time,Mid-Senior level,4,"Louisville, KY",,Jobot,Staffing & Recruiting,201-500
20484,2021-06-01,Data Analyst,Full-time,Entry level,1,United States,96.0,GuideWell,"Health, Wellness & Fitness","10,001+"
20486,2021-06-01,Data Analyst,Full-time,Associate,2,"Charlotte, NC",5.0,Talend,Computer Software,"1,001-5,000"
20488,2021-06-01,Data Analyst,Contract,Mid-Senior level,2,"Ohio, United States",16.0,BCforward,Information Technology & Services,"5,001-10,000"
20493,2021-06-02,Data Scientist,Contract,Mid-Senior level,5,"Simi Valley, CA",2.0,Toptal,Internet,"1,001-5,000"
20494,2021-06-02,Data Scientist,Contract,Mid-Senior level,6,"Providence, RI",,Toptal,Internet,"1,001-5,000"
20504,2021-06-02,Data Engineer,Contract,Mid-Senior level,6,"Nashville, TN",,Toptal,Internet,"1,001-5,000"
20505,2021-06-02,Data Engineer,Contract,Mid-Senior level,3,"Las Vegas, NV",,Toptal,Internet,"1,001-5,000"
20506,2021-06-02,Data Analyst,Full-time,Entry level,2,"Washington, DC",5.0,Leidos,Information Technology & Services,"10,001+"
20507,2021-06-02,Data Engineer,Contract,Mid-Senior level,6,"Frisco, TX",,Toptal,Internet,"1,001-5,000"
20508,2021-06-02,Data Architect,Full-time,Mid-Senior level,7,"Billings, MT",,Perficient,Information Technology & Services,"1,001-5,000"
20510,2021-06-02,Data Analyst,Full-time,Associate,4,"Naperville, IL",13.0,Jobot,Staffing & Recruiting,201-500
20517,2021-06-02,Data Engineer,Full-time,Entry level,1,"Wilmington, DE",1.0,Dice,Internet,"1,001-5,000"
20519,2021-06-02,Data Scientist,Full-time,Associate,5,United States,1.0,Nelnet,Information Technology & Services,"5,001-10,000"
20520,2021-06-03,Data Scientist,Contract,Mid-Senior level,5,"Alameda, CA",1.0,Toptal,Internet,"1,001-5,000"
20523,2021-06-03,Data Analyst,Full-time,Mid-Senior level,7,"Wilmington, OH",72.0,R+L Carriers,Transportation/Trucking/Railroad,"10,001+"
20527,2021-06-03,Data Scientist,Full-time,Entry level,1,"St Louis, MO",,SyllogisTeks,Staffing & Recruiting,51-200
20533,2021-06-03,Data Scientist,Contract,Mid-Senior level,4,"Little Rock, AR",1.0,Toptal,Internet,"1,001-5,000"
20536,2021-06-03,Data Engineer,Full-time,Entry level,1,"Washington, DC",3.0,Blackbaud,Computer Software,"1,001-5,000"
20537,2021-06-03,Data Scientist,Contract,Mid-Senior level,3,"League City, TX",1.0,Toptal,Internet,"1,001-5,000"
20541,2021-06-03,Data Engineer,Full-time,Entry level,1,United States,21.0,Virgin Pulse,Computer Software,"1,001-5,000"
20545,2021-06-04,Data Analyst,Contract,Mid-Senior level,3,San Francisco Bay Area,23.0,Customer of K2 Partnering,,
20548,2021-06-04,Data Engineer,Full-time,Mid-Senior level,5,"Fairfield, CT",,Recruiting from Scratch,Staffing & Recruiting,1-10
20553,2021-06-04,Data Analyst,Full-time,Associate,3,"Minnesota, United States",32.0,Horizontal Talent,Staffing & Recruiting,201-500
20555,2021-06-04,Data Engineer,Contract,Mid-Senior level,6,"St Louis, MO",4.0,US Tech Solutions,Staffing & Recruiting,"1,001-5,000"
20564,2021-06-04,Data Scientist,Full-time,Associate,4,"Cambridge, MA",1.0,The Fountain Group,Staffing & Recruiting,"501-1,000"
20568,2021-06-05,Data Engineer,Contract,Mid-Senior level,8,"Peoria, IL",,Toptal,Internet,"1,001-5,000"
20570,2021-06-05,Data Engineer,Contract,Entry level,1,"Maitland, FL",1.0,Arete Global - Recruiting Excellence,,
20577,2021-06-05,Data Engineer,Full-time,Entry level,1,United States,1.0,84.51˚,Management Consulting,"1,001-5,000"
20592,2021-06-05,Data Engineer,Full-time,Mid-Senior level,8,"Burlingame, CA",,Recruiting from Scratch,Staffing & Recruiting,1-10
20593,2021-06-05,Data Engineer,Full-time,Mid-Senior level,7,San Francisco Bay Area,10.0,Talentpair,Information Technology & Services,51-200
20601,2021-06-06,Data Engineer,Full-time,Entry level,2,"Chicago, IL",49.0,Brooksource,Information Technology & Services,"1,001-5,000"
20603,2021-06-06,Data Scientist,Contract,Mid-Senior level,9,"Columbus, OH",11.0,PSI (Proteam Solutions Inc),Information Technology & Services,11-50
20605,2021-06-06,Data Engineer,Full-time,Mid-Senior level,9,"Austin, Texas Metropolitan Area",18.0,"Datasource Consulting, an EXL company",Information Technology & Services,51-200
20606,2021-06-06,Data Engineer,Contract,Associate,4,Washington DC-Baltimore Area,25.0,Motion Recruitment,Staffing & Recruiting,"501-1,000"
20607,2021-06-06,Data Architect,Full-time,Mid-Senior level,2,"Omaha, NE",1.0,Perficient,Information Technology & Services,"1,001-5,000"
20609,2021-06-06,Data Engineer,Full-time,Entry level,2,United States,6.0,Dice,Internet,"1,001-5,000"
20611,2021-06-06,Data Scientist,Contract,Mid-Senior level,6,"Gainesville, FL",,Toptal,Internet,"1,001-5,000"
20614,2021-06-06,Data Analyst,Full-time,Associate,6,United States,20.0,Cambium Learning Group,E-learning,"501-1,000"
20619,2021-06-06,Data Analyst,Full-time,Associate,2,"Franklin, TN",3.0,Dice,Internet,"1,001-5,000"
20624,2021-06-07,Data Scientist,Full-time,Entry level,1,United States,128.0,Clover Health,Hospital & Health Care,201-500
20625,2021-06-07,Data Scientist,Full-time,Associate,5,United States,6.0,The Judge Group,Information Technology & Services,"1,001-5,000"
20626,2021-06-07,Data Engineer,Full-time,Associate,3,United States,2.0,Galileo Financial Technologies,Financial Services,201-500
20629,2021-06-07,Data Analyst,Contract,Associate,3,"Richmond, VA",72.0,Strategic Staffing Solutions,Information Technology & Services,"1,001-5,000"
20632,2021-06-07,Data Engineer,Full-time,Associate,3,United States,6.0,Nextiva,Information Technology & Services,"1,001-5,000"
20634,2021-06-07,Data Analyst,Full-time,Associate,2,"Washington, DC",35.0,Perficient,Information Technology & Services,"1,001-5,000"
20638,2021-06-07,Data Architect,Full-time,Mid-Senior level,6,"Minneapolis, MN",3.0,Perficient,Information Technology & Services,"1,001-5,000"
20639,2021-06-07,Data Analyst,Full-time,Mid-Senior level,4,"Redwood City, CA",34.0,Jobot,Staffing & Recruiting,201-500
20642,2021-06-07,Data Engineer,Contract,Mid-Senior level,5,"Aurora, IL",,Toptal,Internet,"1,001-5,000"
20643,2021-06-07,Data Scientist,Contract,Mid-Senior level,7,"Oklahoma City, OK",,Toptal,Internet,"1,001-5,000"
20646,2021-06-07,Data Engineer,Contract,Mid-Senior level,7,"Louisville, KY",,Toptal,Internet,"1,001-5,000"
20650,2021-06-08,Data Analyst,Full-time,Associate,5,United States,5.0,Farmers Insurance,Insurance,"10,001+"
20657,2021-06-08,Data Engineer,Full-time,Mid-Senior level,4,"Columbia, MD",1.0,Aha!,Computer Software,51-200
20666,2021-06-08,Data Engineer,Full-time,Mid-Senior level,5,"Portland, OR",3.0,Netskope,Computer Software,"1,001-5,000"
20669,2021-06-08,Data Engineer,Contract,Mid-Senior level,5,"Dayton, OH",,Toptal,Internet,"1,001-5,000"
20680,2021-06-08,Data Engineer,Full-time,Mid-Senior level,6,"Austin, TX",3.0,Jobot,Staffing & Recruiting,201-500
20681,2021-06-09,Data Analyst,Contract,Mid-Senior level,7,"Boston, MA",149.0,Queen Consulting Group,Information Technology & Services,51-200
20682,2021-06-09,Data Engineer,Full-time,Mid-Senior level,6,"Little Rock, AR",2.0,Jobot,Staffing & Recruiting,201-500
20683,2021-06-09,Data Engineer,Full-time,Mid-Senior level,9,"Colorado Springs, CO",,Recruiting from Scratch,Staffing & Recruiting,1-10
20684,2021-06-09,Data Engineer,Full-time,Mid-Senior level,7,"Hanover, MD",,Recruiting from Scratch,Staffing & Recruiting,11-50
20685,2021-06-09,Data Engineer,Full-time,Associate,4,"St Louis, MO",1.0,Advanced Technology Group (atg),Information Technology & Services,201-500
20686,2021-06-09,Data Analyst,Full-time,Entry level,2,"Phoenix, AZ",89.0,CCS Global Tech,Information Technology & Services,"501-1,000"
20691,2021-06-09,Data Analyst,Contract,Mid-Senior level,10,"San Francisco, CA",33.0,FLEXTON BUSINESS SOLUTIONS PRIVATE LIMITED,,
20694,2021-06-09,Data Engineer,Full-time,Mid-Senior level,6,New York City Metropolitan Area,18.0,Averity,Staffing & Recruiting,11-50
20719,2021-06-10,Data Engineer,Contract,Mid-Senior level,11,"South Bend, IN",,Toptal,Internet,"1,001-5,000"
20722,2021-06-10,Data Engineer,Full-time,Mid-Senior level,5,"Palo Alto, CA",,Recruiting from Scratch,Staffing & Recruiting,11-50
20726,2021-06-10,Data Engineer,Full-time,Entry level,1,United States,83.0,Rhino,Real Estate,201-500
20727,2021-06-10,Data Engineer,Contract,Mid-Senior level,5,"Minneapolis–Saint Paul, MN",,Toptal,Internet,"1,001-5,000"
20728,2021-06-10,Data Engineer,Contract,Mid-Senior level,8,"Fort Lauderdale, FL",,Toptal,Internet,"1,001-5,000"
20732,2021-06-10,Data Engineer,Contract,Mid-Senior level,5,"St Louis, MO",,Toptal,Internet,"1,001-5,000"
20749,2021-06-11,Data Analyst,Full-time,Associate,5,"Pittsburgh, PA",75.0,Swoon,Staffing & Recruiting,201-500
20751,2021-06-11,Data Engineer,Full-time,Entry level,1,United States,2.0,DoiT International,Computer Software,201-500
20752,2021-06-11,Data Scientist,Full-time,Mid-Senior level,7,"Irvine, CA",,National General Insurance,Insurance,"5,001-10,000"
20754,2021-06-11,Data Engineer,Full-time,Associate,3,"Alabama, United States",1.0,Ankura,Management Consulting,"1,001-5,000"
20755,2021-06-11,Data Engineer,Full-time,Mid-Senior level,3,United States,7.0,Hays,Staffing & Recruiting,"5,001-10,000"
20756,2021-06-11,Data Engineer,Contract,Mid-Senior level,6,"Fort Lauderdale, FL",,Toptal,Internet,"1,001-5,000"
20757,2021-06-11,Data Engineer,Contract,Mid-Senior level,6,"Mesa, AZ",,Toptal,Internet,"1,001-5,000"
20758,2021-06-11,Data Engineer,Contract,Mid-Senior level,6,United States,44.0,Planet Technology,Staffing & Recruiting,"1,001-5,000"
20759,2021-06-11,Data Analyst,Full-time,Associate,3,"Minneapolis, MN",,"New Relic, Inc.",Computer Software,"1,001-5,000"
20760,2021-06-11,Data Engineer,Full-time,Entry level,2,"Wyoming, United States",1.0,Blackbaud,Computer Software,"1,001-5,000"
20763,2021-06-11,Data Scientist,Contract,Mid-Senior level,5,"Everett, WA",,Toptal,Internet,"1,001-5,000"
20770,2021-06-12,Data Architect,Full-time,Mid-Senior level,5,"Orlando, FL",1.0,Perficient,Information Technology & Services,"1,001-5,000"
20778,2021-06-12,Data Engineer,Full-time,Mid-Senior level,4,United States,6.0,Quantiphi,Information Technology & Services,"1,001-5,000"
20779,2021-06-12,Data Scientist,Full-time,Mid-Senior level,5,United States,30.0,Agama Solutions Inc,Computer Software,201-500
